"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.927895858E1,-3.001708686E-1,9.295440912E-1,-3.676859736E-1
9.928898258E1,-2.877256274E-1,1.004513979E0,-3.882271945E-1
9.929900658E1,-2.384542823E-1,1.023726940E0,-3.629904985E-1
9.930903058E1,-1.725796610E-1,9.890273809E-1,-3.203783333E-1
9.931905358E1,-7.653079182E-2,9.945178628E-1,-3.159538805E-1
9.932907758E1,2.271749824E-2,1.036841035E0,-3.304089606E-1
9.933910158E1,1.121719256E-1,1.045507431E0,-3.389746547E-1
9.934912558E1,1.759900451E-1,1.077122092E0,-3.481817245E-1
9.935914958E1,1.944163889E-1,1.182689071E0,-3.773563206E-1
9.936917358E1,1.846841425E-1,1.231278419E0,-4.185455739E-1
9.937919758E1,1.879895031E-1,1.184876680E0,-4.912452102E-1
9.938922058E1,1.841723919E-1,1.144741297E0,-5.835024118E-1
9.939924458E1,1.570621431E-1,1.145141125E0,-6.776562929E-1
9.940926858E1,1.231678352E-1,1.162635207E0,-7.273479700E-1
9.941929258E1,1.215731651E-1,1.231888413E0,-6.985272765E-1
9.942931658E1,1.669909805E-1,1.299825549E0,-6.662465334E-1
9.943934058E1,1.872870028E-1,1.317128301E0,-7.249200344E-1
9.944936458E1,1.299643219E-1,1.333088160E0,-8.549997211E-1
9.945938758E1,3.239508346E-2,1.324361563E0,-9.371952415E-1
9.946941158E1,-4.543127120E-2,1.286657333E0,-9.654082060E-1
9.947943592E1,-7.348429412E-2,1.262156963E0,-9.366771579E-1
9.948945992E1,-9.369635582E-2,1.305106521E0,-9.042108655E-1
9.949948392E1,-1.563987136E-1,1.282928586E0,-9.241349101E-1
9.950950792E1,-2.822032571E-1,1.238176823E0,-9.404875636E-1
9.951953192E1,-4.053917527E-1,1.229629397E0,-9.195321798E-1
9.952955492E1,-4.690644741E-1,1.262004375E0,-9.022035003E-1
9.953957892E1,-4.656757414E-1,1.348862767E0,-9.812023044E-1
9.954960292E1,-4.047918916E-1,1.380203605E0,-1.168874741E0
9.955962692E1,-3.288170993E-1,1.343880415E0,-1.358175516E0
9.956965092E1,-2.218219340E-1,1.242594481E0,-1.495069742E0
9.957967492E1,-1.113429070E-1,1.158030748E0,-1.559816003E0
9.958969892E1,7.538383454E-2,1.000433922E0,-1.566463470E0
9.959972192E1,2.892761528E-1,8.649123907E-1,-1.554845572E0
9.960974592E1,5.395006537E-1,5.942090154E-1,-1.550346136E0
9.961976992E1,8.357203007E-1,3.590273559E-1,-1.565148830E0
9.962979392E1,1.173049688E0,3.971773982E-1,-1.430958033E0
9.963981792E1,1.329095960E0,3.268028796E-1,-1.746121645E0
9.964984192E1,1.288176179E0,3.870217502E-1,-2.223104000E0
9.965986592E1,1.300053358E0,5.065473914E-1,-2.603760481E0
9.966988992E1,1.299987793E0,8.494094610E-1,-2.699258566E0
9.967991292E1,1.028087854E0,8.792698383E-1,-2.881645203E0
9.968993692E1,6.874900460E-1,7.956333160E-1,-3.067866087E0
9.969996092E1,5.468118191E-1,9.063488245E-1,-3.125833511E0
9.970998492E1,4.284774959E-1,9.632462263E-1,-3.142162561E0
9.972000892E1,2.609574199E-1,1.015339017E0,-3.193418264E0
9.973003292E1,2.024259418E-1,9.973461628E-1,-3.307041168E0
9.974005692E1,1.798414886E-1,9.346250296E-1,-3.355721235E0
9.975007992E1,1.987632513E-1,9.006789923E-1,-3.398518562E0
9.976010392E1,2.399512529E-1,8.211802244E-1,-3.440782309E0
9.977012792E1,2.202955335E-1,7.829148769E-1,-3.447384119E0
9.978015192E1,1.545235813E-1,7.137080431E-1,-3.440847397E0
9.979017592E1,9.086870402E-2,6.460613608E-1,-3.463015079E0
9.980019992E1,6.498978287E-2,6.007146835E-1,-3.518760681E0
9.981022392E1,1.015986577E-1,6.046031713E-1,-3.595540762E0
9.982024692E1,1.765569150E-1,6.296991706E-1,-3.715069294E0
9.983027092E1,2.518412769E-1,6.221221685E-1,-3.817915201E0
9.984029492E1,3.203961849E-1,6.423477530E-1,-3.866850853E0
9.985031892E1,3.987130821E-1,6.816254258E-1,-3.886804342E0
9.986034292E1,4.658505023E-1,7.046249509E-1,-3.906079769E0
9.987036692E1,5.121956468E-1,7.192524076E-1,-3.946160793E0
9.988039092E1,5.438176394E-1,6.818715334E-1,-4.027708530E0
9.989041492E1,5.504359007E-1,6.591619253E-1,-4.115204811E0
9.990043792E1,5.444957018E-1,6.794942021E-1,-4.208446980E0
9.991046192E1,5.358188748E-1,7.491922975E-1,-4.313612938E0
9.992048592E1,5.239951015E-1,8.175691962E-1,-4.402181149E0
9.993050992E1,4.692146182E-1,8.762189150E-1,-4.431718826E0
9.994053392E1,3.601149917E-1,8.893804550E-1,-4.393323898E0
9.995055792E1,2.259111106E-1,9.195061326E-1,-4.304776669E0
9.996058192E1,6.893646717E-2,9.487843513E-1,-4.201797009E0
9.997060492E1,-1.159241945E-1,1.006560326E0,-4.120911598E0
9.998062892E1,-2.759566605E-1,1.094650269E0,-4.058496952E0
9.999065292E1,-3.898725808E-1,1.185421705E0,-4.027152061E0
1.000006769E2,-4.552187920E-1,1.261819363E0,-4.002179146E0
1.000107009E2,-4.698613882E-1,1.312286496E0,-3.964142323E0
1.000207249E2,-4.268190265E-1,1.360829234E0,-3.886560202E0
1.000307489E2,-3.410108984E-1,1.387585282E0,-3.770789385E0
1.000407719E2,-2.268183529E-1,1.366218567E0,-3.636007786E0
1.000507959E2,-1.096515283E-1,1.324217081E0,-3.501759529E0
1.000608199E2,8.666515350E-4,1.275144100E0,-3.398230314E0
1.000708439E2,8.541588485E-2,1.231572628E0,-3.340316772E0
1.000808679E2,1.348672956E-1,1.188733459E0,-3.315939188E0
1.000908919E2,1.485559344E-1,1.168236136E0,-3.293985128E0
1.001009159E2,1.288759410E-1,1.182410240E0,-3.254469156E0
1.001109399E2,9.521865100E-2,1.215222478E0,-3.208709955E0
1.001209629E2,3.928986564E-2,1.277337074E0,-3.154082060E0
1.001309869E2,-1.317440718E-2,1.337635756E0,-3.087041140E0
1.001410109E2,-3.132898826E-3,1.410935521E0,-3.004765749E0
1.001510349E2,4.021537304E-2,1.483411908E0,-2.920505762E0
1.001610589E2,9.835671633E-2,1.543522120E0,-2.830064535E0
1.001710829E2,1.625407636E-1,1.576623440E0,-2.754979134E0
1.001811069E2,2.161217332E-1,1.609852672E0,-2.699715853E0
1.001911299E2,2.820999622E-1,1.669549227E0,-2.651761770E0
1.002011539E2,3.431018591E-1,1.739751339E0,-2.636628389E0
1.002111779E2,3.597641885E-1,1.778285384E0,-2.658821583E0
1.002212019E2,3.238138556E-1,1.778174162E0,-2.683583498E0
1.002312259E2,2.461832613E-1,1.748393893E0,-2.668672085E0
1.002412499E2,1.195318252E-1,1.672979712E0,-2.636288404E0
1.002512739E2,-4.400331154E-2,1.583028197E0,-2.614382744E0
1.002612979E2,-1.631651670E-1,1.461282134E0,-2.623909235E0
1.002713209E2,-2.240804434E-1,1.328412533E0,-2.642699718E0
1.002813449E2,-2.568947077E-1,1.226211071E0,-2.641124249E0
1.002913689E2,-2.726544738E-1,1.156736612E0,-2.658691406E0
1.003013929E2,-2.438573539E-1,1.131463528E0,-2.747264624E0
1.003114169E2,-1.761408895E-1,1.172245026E0,-2.864737988E0
1.003214409E2,-8.056276292E-2,1.273850918E0,-2.911248922E0
1.003314649E2,4.222041368E-2,1.383871675E0,-2.863353252E0
1.003414879E2,1.700781584E-1,1.475224137E0,-2.760296822E0
1.003515119E2,2.674318552E-1,1.537909985E0,-2.656227589E0
1.003615359E2,3.292614818E-1,1.576032758E0,-2.542696476E0
1.003715599E2,3.254912496E-1,1.605305791E0,-2.408278227E0
1.003815839E2,2.290736586E-1,1.633362293E0,-2.244364023E0
1.003916079E2,1.374935172E-2,1.688983679E0,-2.090408564E0
1.004016319E2,-3.042648435E-1,1.788601398E0,-1.973869085E0
1.004116559E2,-6.519501209E-1,1.975770473E0,-1.889179587E0
1.004216789E2,-8.887076974E-1,2.265853882E0,-1.860512853E0
1.004317029E2,-9.437696338E-1,2.535238266E0,-1.876475930E0
1.004417269E2,-7.776620984E-1,2.739840031E0,-1.953275919E0
1.004517509E2,-4.550816417E-1,2.850011110E0,-2.059860468E0
1.004617749E2,-4.187597707E-2,2.805808306E0,-2.149004459E0
1.004717989E2,3.977621198E-1,2.646144152E0,-2.170780420E0
1.004818230E2,8.398763537E-1,2.447555780E0,-2.135624409E0
1.004918470E2,1.260749221E0,2.275756598E0,-2.073465586E0
1.005018700E2,1.584032416E0,2.134308577E0,-2.007618427E0
1.005118940E2,1.739997506E0,1.998240113E0,-1.933919430E0
1.005219180E2,1.739950895E0,1.872679710E0,-1.854986429E0
1.005319420E2,1.626059771E0,1.746930003E0,-1.800541520E0
1.005419660E2,1.430623174E0,1.579115987E0,-1.801240444E0
1.005519900E2,1.178203464E0,1.396652222E0,-1.844179630E0
1.005620140E2,9.206314087E-1,1.207903266E0,-1.901171923E0
1.005720370E2,6.745537519E-1,1.003369927E0,-1.912224293E0
1.005820610E2,4.588859677E-1,7.743955255E-1,-1.867398977E0
1.005920850E2,3.235201538E-1,5.380839109E-1,-1.770180821E0
1.006021090E2,2.497278452E-1,3.026826382E-1,-1.660437584E0
1.006121330E2,2.306508273E-1,8.783159405E-2,-1.543283820E0
1.006221570E2,2.637471557E-1,-8.497499675E-2,-1.419978380E0
1.006321810E2,3.212165833E-1,-2.111672908E-1,-1.275030851E0
1.006422050E2,3.791096807E-1,-2.774415612E-1,-1.110771894E0
1.006522280E2,4.389682114E-1,-3.001420796E-1,-9.185166955E-1
1.006622520E2,4.876138270E-1,-2.890272141E-1,-7.134082913E-1
1.006722760E2,5.395424962E-1,-2.908666432E-1,-5.325059295E-1
1.006823000E2,5.983629823E-1,-3.421451449E-1,-4.102655053E-1
1.006923240E2,6.470285654E-1,-4.407404363E-1,-3.537710905E-1
1.007023480E2,6.844975352E-1,-5.512421131E-1,-3.271228671E-1
1.007123720E2,7.030414343E-1,-6.416199207E-1,-3.079102933E-1
1.007223950E2,7.093240023E-1,-7.183769941E-1,-2.806405127E-1
1.007324190E2,7.107346654E-1,-7.775734663E-1,-2.402291894E-1
1.007424430E2,7.103467584E-1,-8.170173764E-1,-1.889511794E-1
1.007524670E2,7.146887779E-1,-8.522986770E-1,-1.323195845E-1
1.007624910E2,7.030918002E-1,-8.539573550E-1,-5.039704591E-2
1.007725150E2,6.966506839E-1,-8.376455307E-1,3.737834841E-2
1.007825390E2,6.969310641E-1,-8.023873568E-1,1.363773793E-1
1.007925630E2,6.933848262E-1,-7.209576964E-1,2.606692314E-1
1.008025860E2,6.861356497E-1,-6.225146055E-1,3.969522417E-1
1.008126100E2,6.608330011E-1,-5.491716862E-1,5.195425749E-1
1.008226340E2,6.203374863E-1,-5.062540770E-1,6.327551603E-1
1.008326580E2,5.889715552E-1,-4.734263420E-1,7.305256724E-1
1.008426820E2,5.505464077E-1,-4.466904104E-1,8.066755533E-1
1.008527060E2,4.894958735E-1,-4.373288751E-1,8.822296858E-1
1.008627300E2,3.885441422E-1,-4.452679157E-1,9.303541780E-1
1.008727540E2,2.594287694E-1,-4.287344813E-1,9.411727190E-1
1.008827770E2,1.131630093E-1,-3.865798712E-1,9.292387366E-1
1.008928010E2,-3.002451360E-2,-3.177646101E-1,9.245145321E-1
1.009028250E2,-1.752138585E-1,-2.350697666E-1,9.699908495E-1
1.009128490E2,-3.162247837E-1,-1.691770405E-1,1.066896677E0
1.009228730E2,-4.325535893E-1,-1.681834608E-1,1.231631637E0
1.009328970E2,-4.827267230E-1,-2.286057919E-1,1.397044897E0
1.009429210E2,-4.498905241E-1,-2.962521017E-1,1.541599631E0
1.009529440E2,-3.592588902E-1,-3.621075451E-1,1.633664370E0
1.009629680E2,-2.196767479E-1,-4.562567472E-1,1.659052372E0
1.009729920E2,-5.419803411E-2,-5.437187552E-1,1.632919073E0
1.009830160E2,9.552825987E-2,-5.921968222E-1,1.576632023E0
1.009930400E2,1.923003346E-1,-5.888273716E-1,1.508639097E0
1.010030640E2,2.276897281E-1,-5.652557611E-1,1.425687551E0
1.010130880E2,2.029380351E-1,-5.484011769E-1,1.350879073E0
1.010231120E2,1.587270051E-1,-5.265073180E-1,1.315373898E0
1.010331350E2,1.158940643E-1,-5.164629817E-1,1.311346769E0
1.010431590E2,9.094245732E-2,-5.152221918E-1,1.338273644E0
1.010531830E2,8.357109129E-2,-5.189518929E-1,1.376969099E0
1.010632070E2,9.717468917E-2,-5.379890800E-1,1.420080423E0
1.010732310E2,1.145803109E-1,-5.763047338E-1,1.453729272E0
1.010832550E2,1.359930038E-1,-6.321156025E-1,1.480035305E0
1.010932790E2,1.669743657E-1,-6.946223974E-1,1.500293374E0
1.011033030E2,1.862287819E-1,-7.404506803E-1,1.534391046E0
1.011133260E2,1.894573420E-1,-7.712863684E-1,1.572763562E0
1.011233500E2,1.851364523E-1,-7.864290476E-1,1.598353744E0
1.011333740E2,1.833814234E-1,-7.969554663E-1,1.600236058E0
1.011433980E2,1.921858341E-1,-8.052554727E-1,1.579282641E0
1.011534220E2,2.079618722E-1,-7.950512767E-1,1.563517809E0
1.011634460E2,2.126795501E-1,-7.594283223E-1,1.564713359E0
1.011734700E2,1.974361539E-1,-7.113753557E-1,1.575226665E0
1.011834940E2,1.339302063E-1,-6.253908277E-1,1.598522186E0
1.011935170E2,3.851127252E-2,-5.458251834E-1,1.620483637E0
1.012035410E2,-5.507823452E-2,-4.664145708E-1,1.617622256E0
1.012135650E2,-1.237393171E-1,-3.851974905E-1,1.597539783E0
1.012235890E2,-1.420727372E-1,-3.205201626E-1,1.562451839E0
1.012336130E2,-1.005196869E-1,-2.617117167E-1,1.524165750E0
1.012436370E2,-2.226014622E-3,-2.200172842E-1,1.481888413E0
1.012536610E2,1.407306045E-1,-2.150520831E-1,1.436922550E0
1.012636850E2,3.182575405E-1,-2.252308279E-1,1.387978196E0
1.012737080E2,4.908024073E-1,-2.411320210E-1,1.349566340E0
1.012837320E2,6.467742920E-1,-2.431172282E-1,1.328133821E0
1.012937560E2,7.866440415E-1,-2.398050576E-1,1.322483420E0
1.013037800E2,8.978645205E-1,-2.272136360E-1,1.322425842E0
1.013138040E2,9.960744381E-1,-2.047773004E-1,1.320232749E0
1.013238280E2,1.072818160E0,-1.720723063E-1,1.304883122E0
1.013338520E2,1.127927065E0,-1.398403347E-1,1.277795315E0
1.013438760E2,1.171250224E0,-1.070257425E-1,1.241695762E0
1.013538990E2,1.206355214E0,-7.702790201E-2,1.194664240E0
1.013639230E2,1.260881424E0,-4.538331926E-2,1.135556817E0
1.013739470E2,1.327607155E0,-7.564621046E-4,1.072225809E0
1.013839710E2,1.385241389E0,4.774716869E-2,1.066631317E0
1.013939950E2,1.406401515E0,1.103282571E-1,1.111118674E0
1.014040190E2,1.368516684E0,1.727319509E-1,1.167600632E0
1.014140430E2,1.288286090E0,2.225935161E-1,1.219720602E0
1.014240670E2,1.189562440E0,2.251805961E-1,1.255416512E0
1.014340900E2,1.080665231E0,1.962280422E-1,1.257246614E0
1.014441140E2,9.515143633E-1,1.459184438E-1,1.234891057E0
1.014541380E2,8.356975317E-1,1.088626981E-1,1.205765963E0
1.014641620E2,7.440807223E-1,9.813480824E-2,1.149543405E0
1.014741860E2,6.935414076E-1,1.148623899E-1,1.091560245E0
1.014842096E2,6.839204431E-1,1.263262182E-1,1.038781762E0
1.014942336E2,7.105350494E-1,1.251901239E-1,9.828790426E-1
1.015042576E2,7.699052095E-1,1.106324717E-1,9.248408079E-1
1.015142806E2,8.391468525E-1,1.044347584E-1,8.597294092E-1
1.015243046E2,8.772723675E-1,1.065952778E-1,8.040717244E-1
1.015343286E2,8.821694255E-1,1.176127791E-1,7.523574233E-1
1.015443526E2,8.539008498E-1,1.134946644E-1,6.973471045E-1
1.015543766E2,7.993891835E-1,1.034287140E-1,6.167079210E-1
1.015644006E2,7.160022855E-1,9.438023716E-2,5.143187642E-1
1.015744246E2,6.012493372E-1,6.607296318E-2,4.018803239E-1
1.015844486E2,4.462866783E-1,5.385791510E-2,2.832447290E-1
1.015944716E2,2.762276232E-1,5.623807199E-3,1.639905274E-1
1.016044956E2,1.006523967E-1,-6.378567219E-2,4.809926078E-2
1.016145196E2,-4.431278259E-2,-1.039027348E-1,-6.576605141E-2
1.016245436E2,-1.273884922E-1,-1.019969732E-1,-1.660694778E-1
1.016345676E2,-1.705223769E-1,-7.168807089E-2,-2.728111148E-1
1.016445916E2,-1.626446247E-1,2.321919799E-2,-3.916811347E-1
1.016546156E2,-1.353184730E-1,1.185526326E-1,-4.883680046E-1
1.016646386E2,-7.308088988E-2,2.006907016E-1,-5.317474604E-1
1.016746626E2,6.631058641E-4,2.790960073E-1,-5.525882840E-1
1.016846866E2,5.595707893E-2,3.494955003E-1,-5.683183670E-1
1.016947106E2,5.911266059E-2,3.950579166E-1,-5.833907723E-1
1.017047346E2,-1.293357648E-2,4.774983823E-1,-6.200416684E-1
1.017147586E2,-1.849934906E-1,6.140932441E-1,-6.964986324E-1
1.017247826E2,-4.393402040E-1,7.591504455E-1,-7.833780050E-1
1.017348066E2,-7.125781178E-1,8.665527701E-1,-8.289518952E-1
1.017448306E2,-9.315114617E-1,9.223212600E-1,-8.093788028E-1
1.017548536E2,-1.058722496E0,9.200197458E-1,-7.270340919E-1
1.017648776E2,-1.062691450E0,8.452208042E-1,-5.965180397E-1
1.017749016E2,-9.298024774E-1,7.160231471E-1,-4.316947162E-1
1.017849256E2,-7.033342719E-1,5.897287130E-1,-2.705594897E-1
1.017949496E2,-4.246003926E-1,4.752002656E-1,-1.336093545E-1
1.018049736E2,-1.701395810E-1,3.848072290E-1,-4.830299318E-2
1.018149976E2,3.445164114E-2,3.203941584E-1,-3.440475464E-2
1.018250216E2,2.149878740E-1,2.825022638E-1,-3.469478711E-2
1.018350446E2,3.795789480E-1,2.705891430E-1,-1.550511364E-2
1.018450686E2,5.008952022E-1,2.841683626E-1,3.032556362E-2
1.018550926E2,5.541645288E-1,2.913897932E-1,9.992940724E-2
1.018651166E2,5.443820953E-1,2.693472505E-1,1.848422885E-1
1.018751406E2,5.189986825E-1,2.270684987E-1,2.955778539E-1
1.018851646E2,4.678661525E-1,1.545706838E-1,4.139773548E-1
1.018951886E2,3.948401511E-1,8.577431738E-2,5.274290442E-1
1.019052126E2,3.254707158E-1,3.483074158E-2,6.024382710E-1
1.019152356E2,2.670241594E-1,-9.781464934E-3,6.555443406E-1
1.019252596E2,2.355125546E-1,-5.247414112E-2,7.160085440E-1
1.019352836E2,2.204960585E-1,-8.581851423E-2,7.937776446E-1
1.019453076E2,2.235265672E-1,-1.129436642E-1,8.763980865E-1
1.019553316E2,2.494750768E-1,-1.676673591E-1,9.656704664E-1
1.019653556E2,3.151321113E-1,-2.132594287E-1,1.073703408E0
1.019753796E2,4.135814607E-1,-2.306991369E-1,1.194118023E0
1.019854036E2,4.975507259E-1,-2.426576912E-1,1.303124547E0
1.019954266E2,5.454397202E-1,-2.368197739E-1,1.404824018E0
1.020054506E2,5.507131815E-1,-2.129938304E-1,1.512561798E0
1.020154746E2,4.973058999E-1,-1.760816127E-1,1.619377732E0
1.020254986E2,4.193049371E-1,-1.342626661E-1,1.688531995E0
1.020355226E2,3.550266325E-1,-9.301936626E-2,1.747501850E0
1.020455466E2,3.176188469E-1,-6.541538984E-2,1.799019694E0
1.020555706E2,2.991868556E-1,-4.032468051E-2,1.838770866E0
1.020655946E2,3.086599112E-1,-2.527503110E-2,1.877510309E0
1.020756186E2,3.418980241E-1,-2.944474295E-2,1.915998340E0
1.020856416E2,3.649326265E-1,-3.921285644E-2,1.974245191E0
1.020956656E2,3.637251556E-1,-3.872097284E-2,2.041847944E0
1.021056896E2,3.400734961E-1,-1.728913374E-2,2.108581305E0
1.021157136E2,3.071653247E-1,-4.928603768E-3,2.174989700E0
1.021257376E2,2.553167641E-1,2.879224718E-3,2.235564470E0
1.021357616E2,1.789439619E-1,-1.679940522E-2,2.286158800E0
1.021457856E2,8.634288609E-2,-4.424414784E-2,2.324518919E0
1.021558096E2,1.461289823E-3,-6.950929016E-2,2.340679646E0
1.021658326E2,-9.878930449E-2,-8.545122296E-2,2.337495089E0
1.021758566E2,-1.999601275E-1,-7.242037356E-2,2.315204144E0
1.021858806E2,-2.886141241E-1,-4.825507104E-2,2.276479244E0
1.021959046E2,-3.340769708E-1,-2.288739942E-2,2.228518724E0
1.022059286E2,-3.155067861E-1,-2.496431395E-2,2.179286718E0
1.022159526E2,-2.324411869E-1,-3.399056941E-2,2.126319647E0
1.022259766E2,-1.286838502E-1,-4.107477143E-2,2.065949678E0
1.022360006E2,-3.331525996E-2,-4.721442237E-2,1.991097927E0
1.022460236E2,2.873103321E-2,-5.634167790E-2,1.910497427E0
1.022560476E2,6.759640574E-2,-5.662317574E-2,1.823347092E0
1.022660716E2,7.353795320E-2,-5.749076232E-2,1.754554272E0
1.022760956E2,3.846092522E-2,-5.875869468E-2,1.715544581E0
1.022861196E2,-2.375301346E-2,-5.855597556E-2,1.707035661E0
1.022961436E2,-7.477145642E-2,-5.828992277E-2,1.702116013E0
1.023061676E2,-1.213135123E-1,-5.723407865E-2,1.683894992E0
1.023161916E2,-1.538773179E-1,-7.031498849E-2,1.646336913E0
1.023262146E2,-1.544539779E-1,-9.226281196E-2,1.607296824E0
1.023362386E2,-1.236931384E-1,-1.080441698E-1,1.573249102E0
1.023462626E2,-8.331831545E-2,-1.104146466E-1,1.545367956E0
1.023562866E2,-4.636269435E-2,-8.994319290E-2,1.511154056E0
1.023663106E2,-4.505085200E-2,-4.821605980E-2,1.465948462E0
1.023763346E2,-6.289749593E-2,-7.333873771E-3,1.419065833E0
1.023863586E2,-5.698493123E-2,2.992316894E-2,1.365760565E0
1.023963826E2,-2.374948561E-2,7.343176752E-2,1.321480989E0
1.024064066E2,1.943143271E-2,1.141735762E-1,1.303338885E0
1.024164296E2,6.569001079E-2,1.303437501E-1,1.305666208E0
1.024264536E2,1.346290857E-1,1.275348514E-1,1.326843619E0
1.024364776E2,2.285095155E-1,1.006390601E-1,1.349938273E0
1.024465016E2,3.095617890E-1,1.040125862E-1,1.375104904E0
1.024565256E2,3.285490572E-1,1.245421022E-1,1.376758456E0
1.024665496E2,2.694144249E-1,1.749216765E-1,1.357623577E0
1.024765744E2,1.468999386E-1,2.567840517E-1,1.307640076E0
1.024865984E2,-5.003117025E-2,3.142114580E-1,1.244488716E0
1.024966224E2,-2.768214643E-1,3.448473811E-1,1.197160959E0
1.025066454E2,-4.512644708E-1,3.298597038E-1,1.194931626E0
1.025166694E2,-5.418803692E-1,2.809864581E-1,1.223326445E0
1.025266934E2,-5.331713557E-1,1.980069429E-1,1.270220041E0
1.025367174E2,-4.620082378E-1,7.138241082E-2,1.325816989E0
1.025467414E2,-3.687227964E-1,-9.002972394E-2,1.367552280E0
1.025567654E2,-2.352824658E-1,-2.241212130E-1,1.398540378E0
1.025667894E2,-8.657639474E-2,-2.902597189E-1,1.410592675E0
1.025768134E2,1.503891684E-2,-3.143964708E-1,1.401063681E0
1.025868364E2,4.282922670E-2,-3.144703805E-1,1.357039928E0
1.025968604E2,1.016369276E-2,-3.047463894E-1,1.296658874E0
1.026068844E2,-4.427512363E-2,-3.190919757E-1,1.221500993E0
1.026169084E2,-1.247630417E-1,-3.329188526E-1,1.123037815E0
1.026269324E2,-2.256996781E-1,-3.459050655E-1,1.055368781E0
1.026369564E2,-3.506490588E-1,-4.005296826E-1,1.036231875E0
1.026469804E2,-4.018363059E-1,-4.523701668E-1,1.048879981E0
1.026570044E2,-3.564738929E-1,-4.728088677E-1,1.071043134E0
1.026670284E2,-2.483565360E-1,-4.982588589E-1,1.096082807E0
1.026770514E2,-7.064486295E-2,-5.213071704E-1,1.116029620E0
1.026870754E2,1.130989194E-1,-5.261088610E-1,1.129529834E0
1.026970994E2,2.414813936E-1,-5.439810753E-1,1.123269081E0
1.027071234E2,3.061196506E-1,-5.795193911E-1,1.130282164E0
1.027171474E2,2.921721339E-1,-6.004866958E-1,1.165417790E0
1.027271714E2,1.585936993E-1,-5.358038545E-1,1.201562762E0
1.027371954E2,-1.177936867E-1,-3.931840658E-1,1.188074112E0
1.027472194E2,-4.325234294E-1,-2.279518545E-1,1.144155979E0
1.027572434E2,-6.286372542E-1,-1.386355609E-1,1.098566890E0
1.027672664E2,-6.508030295E-1,-1.981808394E-1,1.064329028E0
1.027772904E2,-5.109276772E-1,-3.724597096E-1,1.032256842E0
1.027873144E2,-3.011901677E-1,-5.677657127E-1,1.009503722E0
1.027973384E2,-1.420290172E-1,-7.313820720E-1,1.002003193E0
1.028073624E2,-7.990772277E-2,-8.435483575E-1,1.030187011E0
1.028173864E2,-1.276440769E-1,-8.766570091E-1,1.064047456E0
1.028274104E2,-2.896247804E-1,-8.842139244E-1,1.099000812E0
1.028374344E2,-4.960988760E-1,-9.233738184E-1,1.139713287E0
1.028474574E2,-7.029666901E-1,-9.967972636E-1,1.162437320E0
1.028574814E2,-9.101944566E-1,-1.102497339E0,1.181265831E0
1.028675054E2,-1.090990305E0,-1.214738369E0,1.207832456E0
1.028775294E2,-1.242809057E0,-1.327682018E0,1.243791580E0
1.028875534E2,-1.355418086E0,-1.430479527E0,1.265409589E0
1.028975774E2,-1.382125616E0,-1.491387367E0,1.263305664E0
1.029076014E2,-1.310144186E0,-1.528848290E0,1.252286673E0
1.029176254E2,-1.158344269E0,-1.563480258E0,1.250899196E0
1.029276494E2,-9.369931817E-1,-1.598397613E0,1.275058627E0
1.029376724E2,-6.349347830E-1,-1.597781420E0,1.331432939E0
1.029476964E2,-3.222227693E-1,-1.583064914E0,1.424071312E0
1.029577204E2,-5.165758356E-2,-1.533465385E0,1.527625084E0
1.029677444E2,1.659212857E-1,-1.436076522E0,1.618193984E0
1.029777684E2,3.400510252E-1,-1.290111065E0,1.689712048E0
1.029877924E2,4.616695046E-1,-1.119222522E0,1.728895187E0
1.029978164E2,5.326294303E-1,-9.516550899E-1,1.720716357E0
1.030078404E2,6.085426211E-1,-8.196449280E-1,1.676789641E0
1.030178644E2,7.075083256E-1,-7.202528119E-1,1.613812327E0
1.030278874E2,8.180134296E-1,-6.514288783E-1,1.537026286E0
1.030379114E2,9.466712475E-1,-5.704016685E-1,1.481136084E0
1.030479354E2,1.057785749E0,-4.853459001E-1,1.441565394E0
1.030579594E2,1.151354551E0,-4.001234174E-1,1.410271883E0
1.030679834E2,1.248928666E0,-3.112043142E-1,1.376512408E0
1.030780074E2,1.363604188E0,-2.159188092E-1,1.376142740E0
1.030880314E2,1.495910525E0,-1.417416334E-1,1.405004501E0
1.030980554E2,1.639450073E0,-9.717948735E-2,1.440931082E0
1.031080794E2,1.780870080E0,-5.651400611E-2,1.485268474E0
1.031181024E2,1.868120074E0,-4.374015704E-2,1.522686362E0
1.031281264E2,1.899477959E0,-4.311123863E-2,1.557643175E0
1.031381504E2,1.885065794E0,-5.370795727E-2,1.576210260E0
1.031481744E2,1.810302734E0,-1.016781926E-1,1.572867393E0
1.031581984E2,1.696120143E0,-1.638182700E-1,1.549977541E0
1.031682224E2,1.561972976E0,-2.013721168E-1,1.509377122E0
1.031782464E2,1.420083761E0,-1.729495227E-1,1.463783741E0
1.031882704E2,1.292586803E0,-1.129973084E-1,1.444169164E0
1.031982944E2,1.225476265E0,-5.099039525E-2,1.471722126E0
1.032083174E2,1.244363070E0,1.269544847E-2,1.539893150E0
1.032183414E2,1.328236938E0,6.431043148E-2,1.645339131E0
1.032283654E2,1.441415906E0,6.992568821E-2,1.801853776E0
1.032383894E2,1.548044324E0,8.169552684E-2,1.983887076E0
1.032484134E2,1.640776396E0,1.242529899E-1,2.132234335E0
